Timestamp,Coor_X,Coor_Y,Altitud(m),Precisión(m),BSSID,Intensidad_señal(dBm),Etiqueta,Ubicación
20250520_160320,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-32,Salón B-403,Salón B-403
20250520_160235,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-39,Salón B-403,Salón B-403
20250520_160234,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-40,Salón B-403,Salón B-403
20250520_160252,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-51,Salón B-403,Salón B-403
20250520_160239,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-49,Salón B-403,Salón B-403
20250520_160238,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-44,Salón B-403,Salón B-403
20250520_160313,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-50,Salón B-403,Salón B-403
20250520_160234,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-42,Salón B-403,Salón B-403
20250520_160243,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-84,Salón B-403,Salón B-403
20250520_160237,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-88,Salón B-403,Salón B-403
20250520_160301,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-82,Salón B-403,Salón B-403
20250520_160246,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-88,Salón B-403,Salón B-403
20250520_160232,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-80,Salón B-403,Salón B-403
20250520_160229,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:eb:9c,-85,Salón B-403,Salón B-403
20250520_160245,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:eb:9c,-80,Salón B-403,Salón B-403
20250520_160306,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:eb:9c,-87,Salón B-403,Salón B-403
20250520_160314,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:eb:9c,-89,Salón B-403,Salón B-403
20250520_160252,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:eb:9c,-87,Salón B-403,Salón B-403
20250520_160244,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-43,Salón B-403,Salón B-403
20250520_160318,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-37,Salón B-403,Salón B-403
20250520_160328,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-46,Salón B-403,Salón B-403
20250520_160256,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-42,Salón B-403,Salón B-403
20250520_160235,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-44,Salón B-403,Salón B-403
20250520_160236,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-48,Salón B-403,Salón B-403
20250520_160307,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-42,Salón B-403,Salón B-403
20250520_160325,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-44,Salón B-403,Salón B-403
20250520_160317,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-39,Salón B-403,Salón B-403
20250520_160242,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-42,Salón B-403,Salón B-403
20250520_160328,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-60,Salón B-403,Salón B-403
20250520_160248,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-58,Salón B-403,Salón B-403
20250520_160248,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-58,Salón B-403,Salón B-403
20250520_160316,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-52,Salón B-403,Salón B-403
20250520_160326,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-62,Salón B-403,Salón B-403
20250520_160306,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-64,Salón B-403,Salón B-403
20250520_160304,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-60,Salón B-403,Salón B-403
20250520_160306,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-63,Salón B-403,Salón B-403
20250520_160247,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-56,Salón B-403,Salón B-403
20250520_160312,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-56,Salón B-403,Salón B-403
20250520_160437,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-30,Salón B-405,Salón B-405
20250520_160429,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-36,Salón B-405,Salón B-405
20250520_160457,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-36,Salón B-405,Salón B-405
20250520_160513,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-33,Salón B-405,Salón B-405
20250520_160501,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-30,Salón B-405,Salón B-405
20250520_160429,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-43,Salón B-405,Salón B-405
20250520_160432,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-35,Salón B-405,Salón B-405
20250520_160452,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-42,Salón B-405,Salón B-405
20250520_160517,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-39,Salón B-405,Salón B-405
20250520_160500,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-43,Salón B-405,Salón B-405
20250520_160508,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-50,Salón B-405,Salón B-405
20250520_160443,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-48,Salón B-405,Salón B-405
20250520_160505,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-52,Salón B-405,Salón B-405
20250520_160511,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-47,Salón B-405,Salón B-405
20250520_160429,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-55,Salón B-405,Salón B-405
20250520_160450,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-60,Salón B-405,Salón B-405
20250520_160440,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-63,Salón B-405,Salón B-405
20250520_160504,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-64,Salón B-405,Salón B-405
20250520_160503,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-60,Salón B-405,Salón B-405
20250520_160427,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-58,Salón B-405,Salón B-405
20250520_160454,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-32,Salón B-405,Salón B-405
20250520_160446,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-33,Salón B-405,Salón B-405
20250520_160510,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-37,Salón B-405,Salón B-405
20250520_160453,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-34,Salón B-405,Salón B-405
20250520_160440,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-34,Salón B-405,Salón B-405
20250520_160449,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-54,Salón B-405,Salón B-405
20250520_160513,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-54,Salón B-405,Salón B-405
20250520_160435,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-58,Salón B-405,Salón B-405
20250520_160530,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-64,Salón B-405,Salón B-405
20250520_160437,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-55,Salón B-405,Salón B-405
20250520_160502,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-55,Salón B-405,Salón B-405
20250520_160514,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-63,Salón B-405,Salón B-405
20250520_160446,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-61,Salón B-405,Salón B-405
20250520_160512,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-60,Salón B-405,Salón B-405
20250520_160442,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-64,Salón B-405,Salón B-405
20250520_160522,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-66,Salón B-405,Salón B-405
20250520_160506,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-62,Salón B-405,Salón B-405
20250520_160501,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-61,Salón B-405,Salón B-405
20250520_160513,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-67,Salón B-405,Salón B-405
20250520_160521,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-67,Salón B-405,Salón B-405
20250520_160518,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-53,Salón B-405,Salón B-405
20250520_160508,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-58,Salón B-405,Salón B-405
20250520_160535,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-51,Salón B-405,Salón B-405
20250520_160537,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-59,Salón B-405,Salón B-405
20250520_160534,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-52,Salón B-405,Salón B-405
20250520_160533,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-59,Salón B-405,Salón B-405
20250520_160515,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-63,Salón B-405,Salón B-405
20250520_160457,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-53,Salón B-405,Salón B-405
20250520_160506,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-53,Salón B-405,Salón B-405
20250520_160535,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-57,Salón B-405,Salón B-405
20250520_160543,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-54,Salón B-405,Salón B-405
20250520_160532,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-58,Salón B-405,Salón B-405
20250520_160451,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-56,Salón B-405,Salón B-405
20250520_160500,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-64,Salón B-405,Salón B-405
20250520_160540,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-59,Salón B-405,Salón B-405
20250520_160510,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-63,Salón B-405,Salón B-405
20250520_160543,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-54,Salón B-405,Salón B-405
20250520_160452,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-64,Salón B-405,Salón B-405
20250520_160508,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-63,Salón B-405,Salón B-405
20250520_160536,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-57,Salón B-405,Salón B-405
20250520_160533,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-44,Salón B-405,Salón B-405
20250520_160536,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-43,Salón B-405,Salón B-405
20250520_160531,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-49,Salón B-405,Salón B-405
20250520_160521,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-45,Salón B-405,Salón B-405
20250520_160538,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-43,Salón B-405,Salón B-405
20250520_160526,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-61,Salón B-405,Salón B-405
20250520_160541,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-59,Salón B-405,Salón B-405
20250520_160512,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-52,Salón B-405,Salón B-405
20250520_160531,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-52,Salón B-405,Salón B-405
20250520_160500,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-59,Salón B-405,Salón B-405
20250520_160541,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-54,Salón B-405,Salón B-405
20250520_160506,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-58,Salón B-405,Salón B-405
20250520_160554,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-54,Salón B-405,Salón B-405
20250520_160550,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-58,Salón B-405,Salón B-405
20250520_160538,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-56,Salón B-405,Salón B-405
20250520_160516,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-65,Salón B-405,Salón B-405
20250520_160500,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-60,Salón B-405,Salón B-405
20250520_160513,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-67,Salón B-405,Salón B-405
20250520_160501,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-66,Salón B-405,Salón B-405
20250520_160539,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-62,Salón B-405,Salón B-405
20250520_160532,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-56,Salón B-405,Salón B-405
20250520_160607,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-52,Salón B-405,Salón B-405
20250520_160519,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-49,Salón B-405,Salón B-405
20250520_160530,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-50,Salón B-405,Salón B-405
20250520_160530,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-57,Salón B-405,Salón B-405
20250520_160604,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-56,Salón B-405,Salón B-405
20250520_160548,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-53,Salón B-405,Salón B-405
20250520_160522,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-56,Salón B-405,Salón B-405
20250520_160527,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-57,Salón B-405,Salón B-405
20250520_160515,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-50,Salón B-405,Salón B-405
20250520_160511,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-62,Salón B-405,Salón B-405
20250520_160525,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-61,Salón B-405,Salón B-405
20250520_160556,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-63,Salón B-405,Salón B-405
20250520_160529,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-62,Salón B-405,Salón B-405
20250520_160524,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-68,Salón B-405,Salón B-405
20250520_160544,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-80,Salón B-405,Salón B-405
20250520_160534,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-77,Salón B-405,Salón B-405
20250520_160536,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-77,Salón B-405,Salón B-405
20250520_160555,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-72,Salón B-405,Salón B-405
20250520_160524,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:da:13:3c,-72,Salón B-405,Salón B-405
20250520_160717,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-45,Salón B-406,Salón B-406
20250520_160658,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-43,Salón B-406,Salón B-406
20250520_160653,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-51,Salón B-406,Salón B-406
20250520_160717,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-46,Salón B-406,Salón B-406
20250520_160652,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-53,Salón B-406,Salón B-406
20250520_160649,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-56,Salón B-406,Salón B-406
20250520_160655,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-50,Salón B-406,Salón B-406
20250520_160718,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-48,Salón B-406,Salón B-406
20250520_160709,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-47,Salón B-406,Salón B-406
20250520_160644,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-52,Salón B-406,Salón B-406
20250520_160704,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-56,Salón B-406,Salón B-406
20250520_160645,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-57,Salón B-406,Salón B-406
20250520_160646,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-56,Salón B-406,Salón B-406
20250520_160641,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-63,Salón B-406,Salón B-406
20250520_160704,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-61,Salón B-406,Salón B-406
20250520_160725,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-67,Salón B-406,Salón B-406
20250520_160714,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-73,Salón B-406,Salón B-406
20250520_160724,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-64,Salón B-406,Salón B-406
20250520_160641,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-69,Salón B-406,Salón B-406
20250520_160656,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-71,Salón B-406,Salón B-406
20250520_160645,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-56,Salón B-406,Salón B-406
20250520_160722,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-55,Salón B-406,Salón B-406
20250520_160741,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-47,Salón B-406,Salón B-406
20250520_160727,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-55,Salón B-406,Salón B-406
20250520_160741,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-51,Salón B-406,Salón B-406
20250520_160701,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-55,Salón B-406,Salón B-406
20250520_160705,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-52,Salón B-406,Salón B-406
20250520_160712,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-54,Salón B-406,Salón B-406
20250520_160647,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-56,Salón B-406,Salón B-406
20250520_160733,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:d8,-51,Salón B-406,Salón B-406
20250520_160733,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-71,Salón B-406,Salón B-406
20250520_160742,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-68,Salón B-406,Salón B-406
20250520_160718,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-70,Salón B-406,Salón B-406
20250520_160734,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-72,Salón B-406,Salón B-406
20250520_160649,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-71,Salón B-406,Salón B-406
20250520_160736,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-72,Salón B-406,Salón B-406
20250520_160742,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-69,Salón B-406,Salón B-406
20250520_160655,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-62,Salón B-406,Salón B-406
20250520_160730,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-65,Salón B-406,Salón B-406
20250520_160703,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-64,Salón B-406,Salón B-406
20250520_160738,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-45,Salón B-406,Salón B-406
20250520_160709,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-46,Salón B-406,Salón B-406
20250520_160733,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-48,Salón B-406,Salón B-406
20250520_160745,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-48,Salón B-406,Salón B-406
20250520_160756,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-47,Salón B-406,Salón B-406
20250520_160711,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-52,Salón B-406,Salón B-406
20250520_160722,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-47,Salón B-406,Salón B-406
20250520_160721,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-52,Salón B-406,Salón B-406
20250520_160737,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-53,Salón B-406,Salón B-406
20250520_160752,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-50,Salón B-406,Salón B-406
20250520_160711,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-66,Salón B-406,Salón B-406
20250520_160712,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-65,Salón B-406,Salón B-406
20250520_160738,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-71,Salón B-406,Salón B-406
20250520_160735,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-67,Salón B-406,Salón B-406
20250520_160754,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-71,Salón B-406,Salón B-406
20250520_160710,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-67,Salón B-406,Salón B-406
20250520_160730,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-74,Salón B-406,Salón B-406
20250520_160738,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-69,Salón B-406,Salón B-406
20250520_160701,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-75,Salón B-406,Salón B-406
20250520_160737,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-76,Salón B-406,Salón B-406
20250520_160737,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-47,Salón B-406,Salón B-406
20250520_160756,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-45,Salón B-406,Salón B-406
20250520_160804,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-50,Salón B-406,Salón B-406
20250520_160759,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-51,Salón B-406,Salón B-406
20250520_160717,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-47,Salón B-406,Salón B-406
20250520_160744,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-53,Salón B-406,Salón B-406
20250520_160730,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:48,-54,Salón B-406,Salón B-406
